name,lat,lng,url
Brunnen Feuerwehr,48.138152,7.806279,http://lh4.ggpht.com/auocWoVjp5PAoUg5zhZ9WEZXZZdg1wU5NclSPxwGu_d143rMIz8Z-intUZfMuur9TumvmQ4nir0h8gs4CcA
Winzerkapelle Köndringen,48.139194,7.803634,http://lh3.ggpht.com/ONmiyWylJ3E8kvEj3mCFq4rTKg-I2ZPB1kKikBmDDzcDa1JQfkkMwngjFay6muF3qeW0jbxhlNoYTvrHQeI
Mostpresse mit Eisenspindel,48.139028,7.805999,http://lh6.ggpht.com/d1UID5yoFPfmb2x1whz7CIRcDna2losuy2tbgyNH_5XCq_0_fhxTiRLbcyWPHsjPUAcxkF3s90TWWuUjfGXxPQ
Gasthaus zum Bahnhof,48.137093,7.804091,http://lh5.ggpht.com/0rJ0fHr7R8n4muMKIxBQ9RMhVGRM1Yl4oSQ51relIZuMyd1QwXepGnJPvopDbxOMsaiZQl99C0b94QamVatl
Kath Kirche,48.13316,7.80725,http://lh3.googleusercontent.com/ASjNW1qw7lyJCw3Ow4BV-siRO4dVKAcSvmYYX35EFB2C-Ghqf2EKfNnXlzVx4l-1qrPKaklGzsImnXqE1GhD
Sand Brunnen Mundingen Von 1870,48.135587,7.836183,http://lh3.googleusercontent.com/vhyOxYGFWkGaM7Gp7QTiGzX0YZL82dshvJofno72ES2aZjSuT-PMny1H0MPE2W35Q2u7bnj6SDjqH-Y5gjY-bw
Winzergenossenschaft Mundingen,48.139869,7.830036,http://lh6.ggpht.com/BIW_JY5zEngJgYFzbps4zt9l17iNPR3KQzMHtUeK5vPgQstqy5pRqMMiM1UV4M5h_ws8qAY2d3fbCof3FX1rTA
Historische Kirche,48.079958,7.810497,http://lh3.googleusercontent.com/vZIoM0OfPHfQCLg5QvPrt4CYZfdux7qdRHur1j05o8H0_Z9bc-hJCe3hK9UPNRbTokE9HwoDWHRMcE9gE1U
Gedenkstein,48.079657,7.811204,http://lh3.googleusercontent.com/3TopYiqiGycrhfoALPtA8LUEz2ftyedtnbkxngYOujCHEMcoo7P7RJkmz8NpiOhi2sHKJL39i2gT_p6SJL_A
Wöpplinsberger Wegweiser,48.124682,7.820023,http://lh3.ggpht.com/F15ZTcZ38MgP6qk3bjZUmS6vYEYhDIOIAGFNw9AWzNNKgD8LVa7cuigSOEDH7k2Ja5EhvCAJcLPhFOVVawjDyg
Wegweiser Malterdingen,48.158319,7.784858,http://lh6.ggpht.com/KKQ9i-kd-N-TCQGEKS5EtupRfWkv1T-hMTK3yLOipRamp_0e1xZRx3qOnkJK0-rEdmwgaWv5qFKi4_xmzlQ
Bergkirche Nimburg,48.096425,7.770187,http://lh3.googleusercontent.com/qyVrFkxlLMdZBjtZDFzPik4ra-BB1pQ-med-ROXOXASfMEb00SKqy_JmLkrpeoBmBCBUV_Bv5uLLnaWsV021
Michaelskapelle,48.147376,7.752458,http://lh5.ggpht.com/oIaPImarZf-DI0rv9lPV5Fi6OqB0BMCBnrOnfcQ0lqU_HfZYiuNUF5TcqBTMNleZzI5ESkTbINwCQja5aF_8isQH2oJyaIw3PLl67HwHbwUCsx4
Riegeler Brauerei,48.147424,7.754227,http://lh6.ggpht.com/4M4I7Odua5F7Hz-SYmNuElm_xO4gq6QsUfuuqS5nQeYIcb_VG_6eL-o_eeFTWx3j_7CLeDkHlMowEnb_qXY
Zwei aufm Ast,48.098375,7.780488,http://lh4.ggpht.com/AXJKjtnT4hmDkGK_nMrd7Df7QvR59Ea8ebanDr0x5RtH6mz1w04sg9N7QtDxbn8K6x9TQU2flFtDscNB9zw
Blumen Stein,48.156082,7.757009,http://lh6.ggpht.com/zEmLAHUZ8vZ58j-9-GObFni88sJWfqlbgWhWE0ujQyh_0Kx62kPwMJ-p2KqGPRAZiRuESDLfrb76woTnZVvWkA
Kunschtkaschten ,48.155812,7.756948,http://lh6.ggpht.com/ci9DEJ3oa6_m_90DxjPiAczMvKi248T1nW4ZKcMsel8PwhjhrKMOgrT4WaMhBPAJIKCrWhvKs_U5cpzGl3ZJ
Riegel Bahnhof,48.151792,7.770677,http://lh6.ggpht.com/2INGVAVmuAz96NaYqRm3dB52cqgK4tQtWzsZxSoj6reLk87cxBwjTxgsiDhx990nVLc6ICuSsnN_dNjGGno
Jesus Kreuz,48.116607,7.997697,http://lh3.ggpht.com/3ZGBPyWwtJze63dPiZH4PQMigd5Q3yg2XiMBY6o410auTrs1V5VjTttHoScqC8MlkZKmsZi41voB3IIWhqdGQQ
Holz im Riedlen,48.118677,7.747771,http://lh3.ggpht.com/NqSk_9bu1NDsYQ0M7pNKq9PLrVMUTcMnJA8OOBwCJL8blSy8ZuapR98NWH6hlfSWPWMO5XwjQyS4RjLfJuY
glatz Kunst ,48.122134,7.747712,http://lh5.ggpht.com/6xMdK1eNf8C3x_yvx8UqBLwY6aPL8H_l0thQE1XWBS7MRENJkGUKbNy1GBP5qeu6VU4519MsdojOC7vxuM4
Steinernes Rad,48.12046,7.743432,http://lh5.ggpht.com/azYYzeFFWCLxz5Wny4mlO19mVqiGfZdjS3d8Sx5aDsJtkkg0BUH4ru4GysrgAHAxEVuJPMNVZv7JqHJSB2fb
Bergsteiger,48.120121,7.746382,http://lh4.ggpht.com/z1yphjJ2KP5dNxWFN4zooZXiEPlGPvaPAy6AEiSGROO6g16Hr2o6OcUcHoXBk8Z0wD0ZbEcbt04R6AtzeRsW
Das Nest,48.12403,7.745107,http://lh6.ggpht.com/UNPXPs46dzY00XUcN5HpBd49B3OYZwxX8VaVRtdO2NmRnRC_zjutX57ewSZazN5x_cnF2W87acyg5vRp9Wyv9g
Weingut August Häuber,48.11979,7.74076,http://lh4.ggpht.com/eBlFC8T1-ahtn7RqV7QK1cMzOkHFEc69ZYL9H-lVqz_7px6TPdb0d_KMJxge-91gDXGIURIfS7USp5U1N1I
Neid und Haß...,48.124117,7.740015,null
Kaiserstuhlstadion,48.119392,7.74427,http://lh5.ggpht.com/aeYzTweuMO52vcOA56505ZbR4PQXk0-9rF-752PIRLhFses-VVvL3C97syWqtZ4vmArIlIWJrlwgJSCtLmQu
Rohrkunst,48.120502,7.749169,http://lh6.ggpht.com/uto-hh7bqiuOk8THCa8WgOXBi6CyrjvRJdEdubv0YI4FsC_np9eRq6EtcWXXEmy_4Y0-bZLzXIaz0pId_E31
Gebrochener Würfel,48.124617,7.750837,http://lh3.googleusercontent.com/CSWGrOxaDwOzu8Wo2NebWE5EG4Y3QVoR5B2qwf-zEifzZmSmj973yAk-GrfCxyI5L1J78EOKin4V0k3U0Qxy
Evangelisches Gemeindehaus,48.11948,7.742789,http://lh3.ggpht.com/sbgKkqJ5G9Dwxqc4TMsyQn3ZT94VjAbjQdoHp-EcuFhkKvaQeEOVWsqb2DpALwT91y6svolXQ-xexnNCCFBq
Weinfässle,48.118361,7.740344,http://lh3.ggpht.com/5DFNSfj15CkGuVvAatPgBfEteaLnS4gytB3MZpIEMOcODfUbKFC3JUOwsj5Gzxmuoow7aN7cFfkVj8T0vS0n
Weinfass,48.12021,7.746861,http://lh4.ggpht.com/pEmFCvpsernTRwG4M9XpDB0LL7medyP9jg9mJQShRGrhZmYfqchs4Ywono4yK8J8Q-3i0PDqbXIAYBOTjs8F
Steinlöwe,48.124234,7.741039,http://lh3.ggpht.com/tqd8JuBsKFjKKvx6s4W4AYvLzxR_Rutl6MPAllW5ifWNW28e5Rwq_bm4TtLKdioIFkOCbhAdKnBEbk8OqsphZg
Nebeneingang,48.121782,7.740849,null
Figuren aus Stein,48.117453,7.745633,http://lh5.ggpht.com/mqGhB5K8uhXYy-YNt7gDgzW3PmbbYIUx7Udk-43W6VtZ4G-JizcCWRF0c2nXHV_SNZMEDLFGGjHqaTLHlyfW
Sägeblätter,48.125761,7.75115,http://lh3.googleusercontent.com/rlrNwXXLg4hW9i3TZKsPK2aSnTVgM1JVNj3wDGYW1GX48qWlKs4hLOO-zDA0XWgdw4lgkXOy7IQ4_5Szh1EPng
Schnapsbrennerei,48.117854,7.72542,http://lh5.ggpht.com/Kn8P3a2PU3iTargMKclomjv8eDPskZBv38OWzlvFDii3UOoIEkN--xq-z4ho0EDZJDNaRpK1B4BzsZd8Q2Q9
Ehemalige Synagoge Eichstetten,48.093537,7.743563,http://lh3.googleusercontent.com/BSJYvDpJMeg2BZWi2sq1p4-K_vwaeBojai4u0mh-In9A1s_cJ3T7BKnqQrbXvP9mLMCSdC4hmJyhQOMX-FR-
Fünf Bogen Brücke ,48.093399,7.749059,http://lh3.ggpht.com/ML3Po8fkNk3udZmVj8EKyhuyfsph6QyOlM3BAhdmVvnFRDfdeHu0iIHSEqK700x078u9yfhAuN4jfB5xwy2u
Robben,48.150253,7.747769,http://lh4.ggpht.com/maRZb9ikgfRy7Uq-qVs3zaaMsgX5wTHx0ut_ysZF14_fzAg320F_1tiZdZ0acWnOQLxWXMeYK_aBqAgV-9g
Champhol Platz,48.149522,7.749216,http://lh3.ggpht.com/gG5LV0EH-gI7rjM7frD5WARLLgS-hBmyT2b8FBDan2DvJZyUDwC45BwOiToLxR05oEcDD_a3K-0q458udWn3EQ
Brunnen St. Anton,48.150435,7.748056,http://lh6.ggpht.com/zb6zSX1T1w7SWF6KczSX9kODcSD6dVc0cSXUqYVSy187YIm82gDr059KYIr7yCvL4EeOnRwsudfFQ4BxaZEejQ
Bewegende Kunst,48.150916,7.750949,http://lh6.ggpht.com/x3PMcCzqjEcmqPBu09TAOAwiYa7d2O74JzEBGGGuxfWANnC_rrW_X5UtI353asCbSq9fhGLx4aYUw3l2q9mA
Römische Marktbasilika,48.151175,7.747916,http://lh5.ggpht.com/xzNxrXng5N5W9366xcNPmqG-SKzHG4Mg9Uu8xFDyZxBINNp8wVsmh2NzYD7Jh-TDqj9Cupu58tmvnxBN5jPlLg
Römischer Ziehbrunnen,48.149592,7.748393,http://lh6.ggpht.com/tBx1qQvp4GPdyBE1bHIk80-jyIW7MfKjMo-wvBTB43_m9zLy_cDPTdZzF3MfhbmkWa3W9YOoUAjjdKljfpU
Westtor von Lager 1,48.151807,7.746117,http://lh4.ggpht.com/Up-y2fDk4qXzxDu3nlHfGrutw1Z4UhN8HuGYaszaBxpG5O-YFWszRBS27pMJOspTK9sBaP50Ez-OSsIZT-MNww
Ehemaliges Schwesternhaus,48.152099,7.750232,http://lh6.ggpht.com/-8vQWg8sZaKwA4IngGW5TGNcEAWEw_3ajXw0XKtpJcrCuxQq8anYDH0CdwEV5vzLRUVFyBV6DwPN5jti6vWa
Wasserwerk Riegel,48.147836,7.750963,http://lh3.ggpht.com/J1sz-ybHvFVpcFsvDtVL4AM6QKueLPmZ44UslH7ntLQbH6bK0Rx5azzPgRRFaA_tFikrGJoqAaQEI7Z703jpwA
Römischer Ziehbrunnen,48.153917,7.746316,http://lh3.ggpht.com/63f_pV7euqtzRkYDnz9ADbLs6eUmdNnJcWpLrGhq04vLQoh8tUJ8LcFohcfMUrshLHofR5DZae37w72_h-PY
Wegstein,48.152766,7.747285,http://lh3.ggpht.com/k3V8KrH0hv_aCb99QnFTzElkI3MabE0nUUxeH0N3Rt-tONIfm2bX4Wfb1igGUhnGUJvz73uT52YUeYOyXwQ
Rathaus Riegel,48.150567,7.750323,http://lh4.ggpht.com/uk7Qf20awa32QEgcqTZt_OWPpyC2pdJDcSLJayQmkcpehw_CHtxvE-TmiuPhO5qxA8ntMXL2eqhZjKEAYIY7
Wandkunst Der Reiter,48.148573,7.750843,http://lh4.ggpht.com/S8BV-d6lQFK9lmocrOzgB-0nn0zMySmPFxngQnjkBS-PwpEyNAdzIeHEDpZ2Mvr95LNo2PTK-vwDfTIkYUs
Mithras Tempel,48.149972,7.746616,http://lh4.ggpht.com/1-B-PVZqCiKq0mzVJZCFjMpsLTzKqUqA5buMfrN3ZTtomsCZWvslhvWkDTejpitoAcXKV1AfIAdDGeurC3C1
Riegeler Kopfbahnhof,48.153758,7.750578,http://lh5.ggpht.com/DF_N8lBi4ZAKAT16T_H7_rqwDfuRTcRGJ1-RcahtRpsBJ4PMe3ngJuFVA_7201K8FAcgegy6o4nAs_dSaGLO
Friedhof Seiteneingang,48.153541,7.747115,http://lh5.ggpht.com/74eGc8RImgGdTK8StevjpuBvt8l40H_DuZ1A0gUJYknEP19yI2uXj8FrGeJl14DeYUjTMn6WShRHHo23luMS
Roemerbrunnen,48.151106,7.749991,http://lh6.ggpht.com/05wUQPU3SDAMVqXxOYq2UykcKDhasrWJryF6zM-jOLFxkS-RhBT6haIPLq81WIKNeRia6mTIEi69fJ5yAoH9
Ev. Kirche Riegel am Kaiserstuhl ,48.152024,7.747578,http://lh6.ggpht.com/FQnWu6sAvlz8ESWbb6vdW8W22Vnm0kWRnzmRVo3FCBgH7kpp--li-FMdVzbUbqXutiHJgLqlafK163W8QpTG
Rusty Bikes,48.148196,7.745948,http://lh5.ggpht.com/XjDTS9quDv0H5FEGI4mcMdtCaUO0MK1fEuqZun8_vAlvHbZVyXj8_iyxJaW2MyhOHYeOmGHIqWo9Gki58yuA
Wegkreuz,48.149322,7.747486,http://lh6.ggpht.com/huGOmLeA_9Q-8KTvB3mH2hjNJ1uxryuRtjzXS4LwFINp4Q3OMwFcnHlDg0EuHOAAnYE1WR2MDVu5OoBuenrqEQ
Krönlein,48.121911,7.734826,http://lh5.ggpht.com/entVMpQeXb5dmARujTInTS9FNXRQpSWzCGItCZZqwa_c0oxXb4WjI7WAECw3q6N459FqXO52oVCK4mVz8kE
Triple Cross,48.124368,7.736007,http://lh6.ggpht.com/_bnX9Qfrxf5bZokfMAIodVRBfMjUeZQDZ7MM2urhP4rPeDOY4J8kH-qwU7QegarAizjm-jZaIYw2-ngX9CQ
Schneckenbrunnen,48.121447,7.733742,http://lh3.ggpht.com/IMbL6jS3OaqcIihWlPQX7Fcrdi63Q9E89DSze2Fpj89Ne-AMl-mefAx3OPSSf_EhrhBHyUETdrgg8qJ083RRYA
Bäckereien Kunst,48.121249,7.738795,http://lh5.ggpht.com/xcJQgHWiSPatKvNvEg4C-qQQAYGJXPspt4ZEZhG4B6luURPSLX747wg7UiF3pWYNztQBgP9Iwb4FYjcsUWF8Tw
Gartenengel,48.121169,7.731645,http://lh5.ggpht.com/kPG0YhRNWWo3Mf_yy3jAbKyi6gZV0ZuMdOUmN_5hLoqndmuMXzCIhpmHDqmX27_Nru-bKtaSkbnH0B1LfyKo
Die Ernte,48.120833,7.734401,http://lh6.ggpht.com/zIrfQIjsVXdFj-Iv2ioWbyUAXAdxIvFzP4LX6m3y6hISD9akMx4C2MjAZ_KqXWgOO3Pk5Auu8tdKSNO5UtnAgQ
Zum Hecht,48.124337,7.738372,http://lh5.ggpht.com/Ne4Xqj0TzFCI7Wpi_XVaFn4P8HtjnWt8OlcQ3NCEV4YJqTCmqsna8OZotDuROZc41CkX1BL70_vdRdzcqUu-1Q
Rathausbrunnen,48.123315,7.736346,http://lh4.ggpht.com/lZ6KyvNj_Hnt1Zil-epyTaagnWz01YkVzXX5UWFVTxk3nsKMy2xukzL6Hfnmv-ah-30pY6Au8Zo2dKJibgZQPA
Müde Frau Stein,48.122262,7.732962,http://lh4.ggpht.com/YaVjbLJpo6khBkVPZi-17njh1huQhC7GDo5wCfB8pZWJERWO133NktcwAZ6WW0rjGUO7MnStp4WKMURWD4-G
Das Schönste Wappen,48.12293,7.738023,http://lh4.ggpht.com/no_brfkwCGuSv3fMCr6r2kaECyNGZnHEwWN1JLk-FCe3G1K7J3BGeid_MWndWz_simpFKSotZt-fQO6M_CQ
Horse Mural,48.120279,7.737716,http://lh3.ggpht.com/Tq-j2YbBT14WYHEbvcqxZYLkUircsBlscoruJauhpUf0OjnoLI7Cjs19JwqGXeGLHGEp4pAukM987X7PGYM
Lammkunst,48.123631,7.739297,http://lh3.ggpht.com/6IFiHujh7y1T6YGorKOvmgDBewOqC-7Y4G05-4eiPUkKILfKiFD98xeUfHyOs8IqShH3yQGEaZ13BblV-i8
Bahlinger Brunnen,48.118584,7.733333,http://lh3.ggpht.com/c_NJXtxmbhmHjTqY-avLupZ3Wru4OE8wZPqDH4AjQVgPenGPDPTSxeF8sGfUUUjVy3r2p4QVydC-BiTqd_9E
Dorfbrunnen,48.124332,7.738039,http://lh5.ggpht.com/JJgVyR9izNpRREtOViF1iEBTX--PYoUh2hNybe8ll4JKBP58LigHqa55LnOAQ05yxJkbhAsSUoL62DVHii0
Weinkompass,48.122786,7.737043,http://lh3.ggpht.com/HQQK1ZGxVYhF9v4qvgBymCz0qUwnI3zjdHdJXbuvqzX1Q8wjKmMCA3Mk0jiQI5wCKM10mi7COcAEkkymy58
Zahn Der Zeit,48.116743,7.868905,http://lh3.googleusercontent.com/qyPBuZi0KhUdisK-p6fAuxnWcy2_C4Lc6edEyVItUuiQFmzXv4kH9xqdrI8L0prWup5Mh6sYt_onSa_I9xz-
Verschlungene Kreise Emmendingen,48.115562,7.870781,http://lh3.googleusercontent.com/bAe0cLp0aW_aGGrqeWnI3frsAvOyZX3-eIUf7BTo3krpSCc7xp_P6WW8uGvGpwVwup3cELPqSjwdoZvhti3o7g
Kirche Im ZfP Emmendingen,48.116126,7.868467,http://lh3.googleusercontent.com/tAHGeMhcEZYlve8tTfJZKj5n_uHLe1eAHJJ0MHz4zi4_e8JW9Uglt8oRSdwf6VVLbLaUh90wc4CmQUfERWM6
Ironman,48.11589,7.865086,http://lh3.googleusercontent.com/oqXtU07SUZ9QLfUgBEIhlRyM9RqNDBt28cbnLOl_Oddl7AGLHFC1i0hnyHtfTW4EMs742h2JpqG9sFvaC7k8
Steingesicht,48.166014,7.829152,http://lh6.ggpht.com/AA5cyPymaWbnRaGayx-Oz1yapRcdkhkrAXAgfO0no2H9LpGp1NDjl8OGusfvLkmboAYVAdFucNShVCycFhE
Historischer Brunnen No. 3 of 7,48.16395,7.828792,http://lh3.ggpht.com/XQ2b6wUPm4mYfJZc97ojV9Cgqc2igWgRcsss5bDVxnZBgOS1pi6sq_CsgjxkYC-0dDlgb5Ku5ADk4UU5zUoLLg
Wappen der Abtei St. Gallus,48.164953,7.829777,http://lh5.ggpht.com/lx7EX6FKKpPqYvINz-N0w04Nwtp-MsuMcnJzsJYK5Zhgs8-MTpM0a22z8ObiXh_CwMnQD9kNKFmiadOCdeyV
Rankackerkreuz,48.165765,7.824689,http://lh3.googleusercontent.com/rOtkviwfeQfXtmzl14XZhteGO_MhSjJKxJz3-1mEFHzrnBClNgw1V2wY3NfHJWAC6redSj7nKbgNEkGh0G4
Im Allmendwald,48.114839,7.825313,http://lh3.googleusercontent.com/WYZ0zxNfOQXsx7ctAJOD6r5YCc3IKkcia5cBx_nQ0FfvZAjm1cepppIWms5ppMe1aXCb8kOH9mwe5Kd-I0K9
Pilzbrunnen,48.163267,7.797139,http://lh6.ggpht.com/iTZaIDS8wXaSAo5ng-TrczRfV-unktsWUrNpEkmxfXXTS-1eyhMcEjP2pWyDxSM3gZIenpJH4QNmLcukOQbdoQ
Bunker,48.092071,7.758052,http://lh5.ggpht.com/rYPlV5Jico5OaMFCYAPPS_UxOWn-jQlXCS83vj39Z3I9xChxz5acMPlw19XhA648eUUkFA6heMK8IZc8fpsT
Schneckenbrunnen,48.130029,8.012594,http://lh4.ggpht.com/RWS-GDOHplpCnQfbTi6R-As-T8HRnwFKa9HDKRNxoqgPMfa-s5qchFZnU4RBCQhbpWaoqRjv5mqQjPhPBU888A
Kinder Galaxy,47.982595,7.810257,http://lh6.ggpht.com/XOACydvnP6z-FN5R4H1IY1GHgIKtcpzPOen-zafSa1b0x819SkDONrltN9GMOi7iZBsv1sxv8pav3nQYwkk
Holbeinplatz,47.981445,7.845121,http://lh4.ggpht.com/ulKVDYciopTVTXmNSlCfLvGWLWKliGzQmnD0KzjI97dQSf2Wxad9CDUvIjA5OE8_GysNkHrn-zoA9FLH6i4
Wiehre Ritter,47.981666,7.848055,http://lh3.ggpht.com/QtJ6W0m1ShlBJ_cpKzLGQjXzKcr_B5MEUwEcSDWK34iASO_7wX_ZyOi4moIVAvyp8nNiNa4zeScQm4tRnCaZtvYqHZSkePvF5fi0nbroT91gtkQ
Waldeck Rondell,47.980753,7.849551,http://lh5.ggpht.com/agV4IxyoxKII7BjPNfZH4vWTx_WF2aiIRa8qpcic8JCc2yrkDlrY98JdprNrVezprZVI9aj1q9MIB-cBTuyguXUTSfkBarphvs3zPOHJEGVykdppwg
Plätscherbrunnenportal,47.984565,7.840844,http://lh6.ggpht.com/bHYEARqJWUTmF759GJEV-u2FmaRvEEZB7_jAYtNeD3ECLmG3JkoHayxxaUS0B3w4jx-DzjLgHjMVmAvwl1U
I. Jesus wird verurteilt,47.981665,7.838852,http://lh3.ggpht.com/vGAPdR4AAUuwX0mhI9Hsm3b_oUblF-gvXkdXs_kPAzYa1TTfPkjlVYfUclJadHj7K08dRE_howhWcgQcRLhu
Terassengarten Loretto Krankenhaus,47.982234,7.840305,http://lh3.ggpht.com/qX9x7xHmOhImeLug-HsctUN0AZWIwQ5-iIgHTYfXG8p8_2uShgah--zIwHCK0EF9ixbh3bKrIYrcUk4hi8uH
House of Dwarfs,47.980805,7.833876,http://lh6.ggpht.com/208iw_y0-4_BPq0owDz4tXs7yM5IRwjLuH1sNucga8H7SUFyuFuYVDkfKB34xkn8b4E8DSyUgoJWECm_T6WNPw
VII. Jesus fällt das zweite Mal,47.981732,7.837622,http://lh5.ggpht.com/gTLPbaLC2XpyB4RTFnBhhrRoAOQ52FcfpKNq_9q3KzlitpB0vBAQp8oSy8j12Xz_i3J2UxZpZCkGBSICUEeT
XIIII  Leichnam ins Grab,47.981216,7.837763,http://lh6.ggpht.com/z8QC8q6P5JsBuBJ3ZdzTi57zrFEnq29W3tbdQUPor3LpcW5XxSOXdVusXYZa0688BsjbIO-33kr6eflQPhE
Upside Down Bear,47.978545,7.830251,http://lh5.ggpht.com/VPBXgf8UTJlaBQrg3EnH2whRLUA06UQrQ8YWzCeKPRbprQMvn4BG3hjag_C4uACUyvUW9vcCoYWsv7a_BrN9
Jesus Christus,47.981465,7.838618,http://lh5.ggpht.com/Ipa_84oCrBFbMIJda5WLwJCUPQiAG0ezHCuoNooVD3JWkpxV9VboBrpW8vuiTKbiaFfqD7qOHrA2XYVzAgCK
Jesu Kreuz Andreas,47.979105,7.808623,http://lh3.ggpht.com/AYUZxqzfYFudohhfEoesqqX0D-nqSmZJ3fVlIggbSAzz2IurjLCRwNJRMUjiIIFegsQb2rIN8FJnEI5rTOA
Wigwam,47.976128,7.817982,http://lh5.ggpht.com/JRf0U8Z9Q8QNYttlBeKTrekWNyVTvVxvgeP3cuCfvzncztf3Y0um4IEP6P70uogN4L2QVFFrfc4n_j-QiOp4
Sonnenuhr,47.97872,7.81101,http://lh4.ggpht.com/6LxLTABBH__gSkJWXMRo8fmjHRAUFMCyxIdR0loR7eyWP_fLOE4w0_VuCN_r9_3HS-b-GPInlDfL5w20CbvC
Reblauszunft Statue,47.978592,7.811319,http://lh3.ggpht.com/vPhMlEQLGVrftp8VKoG-w9-9EQdqMxz0LjbjiXTqS9FCHc5rG4JSrGMa99PazALniAKVH9ePIBP2FsbfTJVwC7RnH6GbOEh-1xGn_T13n2iVFGRZ
Höhlenmalerei,47.976909,7.814761,http://lh5.ggpht.com/JSi-LuBbxz-Pv6eA757tOOjU3jcC2ZAue9HudXt2Fq0WHAdYMo96nUNgLuwK0v4xElVS9e5_CI5rqj56i9UE
Noch mehr Graffiti,47.976537,7.81239,http://lh5.ggpht.com/Ay6XeAJX2PUe3D40fBbhR5TMkbmvapJBT55oUOgtEgi0ZozPwqfjdv4KuuXWbRZvxWQDj_46m8H4hY_l6A3U
Big Table,47.979914,7.821559,http://lh4.ggpht.com/oUBb5X4a1sBOEC8tWcB4EkKjCe382mu3wnSYu_zvRpJhOrfodO0x8XVjAM9wKXEXcxNhIXtebYZfd8e8_2pSDw
Greenergy,47.981706,7.825419,http://lh3.googleusercontent.com/a1_3XSh_LeXhX72hnZXhQv5jTMPsuFcI0pxOCiWphKNPLw5Gzdt-PoeI2Q3_nkCVdNFCt2RxS3BKYb95WKwd
Amöbe,47.976549,7.825817,http://lh3.ggpht.com/nUVNbxeS2zxSGPFDvtQeIk1eAYFfCEbqJQIKPc0reKoLgDgzmWJ25HWCjBJVpeTZutMWB-VanI8yctJXk7JQ
Lurchi-Brunnen,47.975381,7.823571,http://lh5.ggpht.com/4ef6hxzM1uTgqWRY5WHxb_Xikm4gWsJEGbfo5lCurp_xC-Ufkga9eMOQdVlM3tZGCvz9ns3XX9NiieO4GdHm
Best Beer in Town,47.979226,7.819406,http://lh6.ggpht.com/iJ-ubVKStEbNx4IN0ODTQX6j8iv-OjBPjt1izY7eVk2kDlRDEOUVUpucznuSqFkUW2GtkvfMu7Pyw-3Nhr-e
Man With Arm,47.979171,7.827973,http://lh5.ggpht.com/CtR_Nfhf7j41V-pKZWH92P_JtXTSYVjln38mGB1lN_2vTztIvr_25H7l9nqvmHUGxH8NFuEBU0KzBMfJ8oPvpg
Uhrentor,47.974571,7.827127,http://lh4.ggpht.com/gTtsfShUjrSTQC06OWTghm0LQer56qz6jFaEaPBBGBurD2iFmpkgg2tJGWpvelkbXWCtw329yCmnv_La6aO1
Multistar,47.974239,7.828368,http://lh3.googleusercontent.com/QptFIj8H4iv-S5ftM1J-2qZOlAi2OrrSQdm9G8oIO6lz6ePycRU_9xsadn8dLqvJs8JkwzZq9v-R27bSP58iFA
Der Hahn,47.97423,7.82538,http://lh3.googleusercontent.com/LfWkJVHsMpBqXsQe2W85cJBpI8Es6GJrLNXUMBnhPf7xLKqM6QjyHidbDSagrSiVyFaktg-Kyrtqsv2ODWbV
Stepping Stones,47.973686,7.828384,http://lh3.ggpht.com/rl5JXTd_HKatnGyiNfI06RDl1TXFcyUg0GzuHqsscqI9Z0SqoE7XYWl1H6qYk9c6R-YLlA_J9ckwAkK8_OnA
Moin Blocks,47.974301,7.829809,http://lh5.ggpht.com/FT3cPvsiF-AsEOGBoOBq9GGIHUv1YfAigHSDdBex2_zSUV3MhxsQ8bN4abQAi5OSCfyc_EcvXA_LNvvBa1Y7
Steinofen,47.974764,7.823236,http://lh5.ggpht.com/2f2easoq6OrUXoxqAILtH3Hp4xS9Kn_kE80UWenX_NkVLg_dcTN1JrmlELYm4YYKn8PYEmb9ClIQPRAjxZE5
Geschwungener Brunnen,47.974758,7.825413,http://lh5.ggpht.com/6_gLDo7pvmBrRaJU3mqtPU9ndeeX9t-4oLKjv7VUDkxw2LLwmd8WIf7iwtugL5k8C1vg_x2qR75Fo_Ps0Ics
Doppelherz,47.973631,7.820224,http://lh3.ggpht.com/HNgzYdm7OKUCUzwrRkeQFoI-7UcRCujf502ckPI-NkFngG5O8Z3tFn13iN5W6TDLQi3YyVehT8OOmqF_hSM_
Schneckenbrunnen Spemannplatz,47.971591,7.837683,http://lh6.ggpht.com/fqq2ceLLIqqOUObLgXbWUU2Bo6mpcrxn3I3RBy9G0VHbhiuTPtWraJL4_u3OzYvV2dmFVcrLk52utCh9Mjz-3g
Fraxinus Exelsior,47.969988,7.839202,http://lh5.ggpht.com/DdHtqOu3EpakhKH_pKB8mwYjvAN5Be48qzVgy-KzxIjhlnvTrs55MS42GwInTCObfamuwsIR2R9NrlnU_L2U
Unser Wald,47.97087,7.837378,http://lh3.googleusercontent.com/r-8C0-muJ7Jt5RpfYHkm2j4ohiVeIRN1SujlZPVVSZ8ONEV_aJpDups5P56Ne1JdnDd8dnJ5XHwOSE1_VivZ
Pinus Silvestris,47.97033,7.839774,http://lh3.ggpht.com/WaCWUqqXAVdKondIfz0n4u6wN7c1hu-msoaQsdEackXbSlrRpaNH2gvS5IHnpoGm9IuNRG11ix3_g-pBISACrg
